0,-0.0058425,0,2.1628625669755e-18,0.921,-0.999,-0.868,7.00975567059965e-17,-0.123,-0.123,-0.123,-0.123,0
0,-0.011685,0,1.45361766886746e-16,1.044,-0.876,-0.991,8.68514297302059e-17,-0.246,-0.246,-0.246,-0.246,0
0,-0.0175275,0,1.00234511268748e-16,1.14662722163014,-0.753,-1.114,2.63108917892626e-16,-0.369,-0.369,-0.369,-0.369,0
6.3948846218409e-16,-0.313456149694932,-1.33226762955019e-16,-2.19832272744622e-15,1.6428393066702,-2.09963563346509,-1.114,1.09858538523189e-15,-6.59907683568276,-6.59907683568276,-6.59907683568278,-6.59907683568279,0
6.58362253602718e-16,-0.321746598637414,-1.16018306073329e-16,-2.30904290112969e-15,1.6428393066702,-2.09963563346509,-1.08406175897017,1.09767818736454e-15,-6.77361260289292,-6.77361260289291,-6.77361260289293,-6.77361260289294,0
7.31081861715666e-16,-0.323708126578315,-4.72538674856082e-17,-3.05250974732491e-15,1.6428393066702,-2.09963563346509,-1.08407622426274,1.11288693888801e-15,-6.81490792796452,-6.81490792796451,-6.81490792796453,-6.81490792796455,0
7.68887042793334e-16,-0.32370641133044,-1.24483350060281e-17,-3.82330699144172e-15,1.6428393066702,-2.09963563346509,-1.08407015482026,1.12811737652655e-15,-6.81487181748295,-6.81487181748294,-6.81487181748296,-6.81487181748298,0
7.77105566311317e-16,-0.32370559210079,-3.37779798706069e-18,-4.60000979622403e-15,1.6428393066702,-2.09963563346509,-1.08407021973896,1.13816067461737e-15,-6.81485457054294,-6.81485457054293,-6.81485457054295,-6.81485457054296,0
7.94090677545475e-16,-0.32370397156262,1.49741533734225e-17,-5.39387480992991e-15,1.6428393066702,-2.09963563346509,-1.08407029524095,1.14969402300297e-15,-6.81482045394988,-6.81482045394987,-6.81482045394989,-6.81482045394991,0
1.02530546444539e-15,-0.323701895410526,2.2380707720036e-16,-6.45124076009699e-15,1.6428393066702,-2.09963563346509,-1.08407039377199,1.16428585152101e-15,-6.81477674548477,-6.81477674548474,-6.81477674548477,-6.81477674548478,0
7.95186534891315e-16,-0.323699307540866,2.08806157585804e-17,-7.23760218536369e-15,1.6428393066702,-2.09963563346509,-1.08407051674645,1.1825553898046e-15,-6.81472226401824,-6.81472226401822,-6.81472226401825,-6.81472226401826,0
9.06958834206648e-16,-0.323696152894873,1.2339843638012e-16,-8.15055685372817e-15,1.6428393066702,-2.09963563346509,-1.08407066682029,1.18827131578609e-15,-6.81465585041837,-6.81465585041835,-6.81465585041838,-6.81465585041839,0
8.72988611738332e-16,-0.323692376675333,9.68197622227239e-17,-9.01963500152543e-15,1.6428393066702,-2.09963563346509,-1.0840708466298,1.20482390111512e-15,-6.81457635105964,-6.81457635105963,-6.81457635105965,-6.81457635105966,0
8.09431596185059e-16,-0.323687924428534,4.28184980419237e-17,-9.81201137818593e-15,1.6428393066702,-2.09963563346509,-1.08407105879501,1.21697253283806e-15,-6.81448261954807,-6.81448261954806,-6.81448261954808,-6.8144826195481,0
